X1,X2,y
0.5216592198749104,-0.17091005347474328,1
1.479424427530984,-0.8492809619100916,1
-1.341498868295252,-1.2841982109111607,0
-1.1851777729571784,-1.800770701922636,0
1.8081826469523146,0.6985754808620198,1
-1.599644953358537,2.317516231196855,0
-1.284812695590123,0.8583512330053901,0
1.5115814365114226,-1.0921199097223964,1
1.97118990460915,-1.1259508961353941,1
-0.2937911423409272,0.6756644532569765,0
-0.8914788946452428,2.30408978354919,0
-1.2061131487568084,1.900649041722087,0
-1.537661931861808,-0.6008296390959147,0
-0.8147300438779443,3.140422910102237,0
-0.7720145542159688,-0.8644303136735378,0
1.720382456887167,0.29445459730197204,1
0.7719166519335589,1.378357221422549,1
-0.9420423562348113,-0.461975597971284,0
-0.23899958689186485,0.9918537005078577,0
-0.6312059516527668,1.2281152937809285,1
-1.1097425572050255,-0.4883077867114918,0
-0.6120699146212497,-0.005040870223528701,0
0.9949333014553663,-1.161244452480358,1
1.1490480500914186,-0.7914676425128536,1
-0.09445016240634918,0.8601507958725464,1
-1.5410426238051467,0.8439514005189311,0
2.373762185148607,-0.4821242843214694,1
-0.9120352064597422,-0.18770160587403686,0
-0.9667734078133453,1.5533546990558944,0
-1.2095482086838065,0.906343235397152,0
-0.7854286767564166,1.1896426454852358,0
1.559994402466995,-1.6199198031884334,1
1.3274925008299119,-1.1467830986265493,1
-0.7119097894264399,-0.33338005560766565,0
0.5330896955242501,-1.2581972900269258,1
1.3099695508387668,0.6588202446894643,1
-1.5947672731341307,-0.0378867010218419,0
0.43660525410184114,0.36358427384619,1
0.6881569976766971,-1.5364597035461218,1
-0.8345039144063945,1.1370588600455223,0
-0.8715567950770284,0.6467439354186445,0
0.8570305087956428,0.9239826791201501,1
0.5287524760758668,0.8181755254714744,1
-1.025838982266873,-0.4211027721618318,0
-1.2260958385547358,-0.14996629117086105,0
0.9019617717754335,0.1609754975871555,1
-0.6521379218116371,0.6491477210704204,0
0.8380764063094727,-1.4738408968097159,1
-1.007466703456908,0.7002098475187654,0
-1.2427865152457889,0.6875507195924941,0
-0.036090278837770384,-0.9634990605160515,1
1.1363022908562208,1.6346055117612015,1
-1.2236696031536667,0.736763345167897,0
0.8352193851755081,0.5605292848705127,1
-0.34519254872468763,0.6378983162599249,0
-1.4454625632889604,-0.8727849535276425,0
-1.1530721532228978,0.5687696953394487,0
1.4110795369636475,0.03986420749158606,1
0.7316762637455545,2.0603415438368318,1
-0.825829996677555,0.1980569258851502,0
-0.7905369192816563,-0.42098586801317606,0
-0.8315095063110933,0.8023327778844658,0
1.8066613694162448,-1.1328828133542732,1
-1.4659084135470324,0.44075675443876416,0
1.4666413850350306,0.7471865901250933,1
0.7865427964793756,1.8458013203719315,1
-1.025472478342862,-0.6073230454709151,0
1.1656746762030665,0.5218912341350844,1
-0.9781660794309813,-0.5153937981154209,0
-0.10983471809948075,-0.8282057056592972,1
2.0045666049548427,-0.10965484911745936,1
-0.5648340325456094,0.7463732418253723,0
-0.49948920275278985,0.11274893807674967,0
1.8148853756070016,0.031214589669564773,1
-1.7000889521999318,2.1772934475490655,0
-1.0693715620170503,-0.14468576074234318,0
